Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-D Traffic (StL Volume),Average Daily Origin Zone Traffic (StL Volume),Average Daily Destination Zone Traffic (StL Volume),Avg Travel Time (sec)
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,2126,337,937
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),5: Late PM (7pm-12am),0,605,26,795
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),0: All Day (12am-12am),6,6039,722,664
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),6,1991,396,704
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,2090,177,542
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),22,6269,1903,785
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),16,2752,1098,690
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,1944,648,1725
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,705,55,795
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),0: All Day (12am-12am),4,6281,492,694
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,1158,17,795
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,2257,298,639
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,2126,162,735
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,6039,341,815
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),0,1333,21,795
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,1991,199,705
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,2090,113,945
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),13,6269,753,616
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),9,2752,501,617
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,1944,230,615
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),0: All Day (12am-12am),3,6281,798,1164
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),3,2257,480,1164
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,6039,473,1718
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,1991,272,1718
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3,6269,1457,795
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),3,2752,883,795
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),0: All Day (12am-12am),82,6281,15338,935
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),1: Early AM (12am-6am),1,135,392,960
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),2: Peak AM (6am-10am),5,1158,3166,1122
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),36,2257,5221,905
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),30,2126,4846,940
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),5: Late PM (7pm-12am),7,605,1713,856
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),0: All Day (12am-12am),80,6039,14949,865
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),1: Early AM (12am-6am),1,124,386,878
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),5,1333,3705,1278
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),33,1991,4596,792
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),34,2090,4764,831
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),5,501,1497,956
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),93,6269,15459,1088
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,153,393,1043
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),7,716,1888,1080
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),50,2752,6420,1057
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),25,1944,4765,1290
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),8,705,1993,762
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),0: All Day (12am-12am),313,6281,24109,1015
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),1: Early AM (12am-6am),7,135,502,883
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),2: Peak AM (6am-10am),68,1158,4939,984
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),113,2257,8734,1092
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),103,2126,7423,982
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),5: Late PM (7pm-12am),23,605,2511,924
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),0: All Day (12am-12am),307,6039,24531,1020
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),1: Early AM (12am-6am),7,124,510,871
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),76,1333,5755,963
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),106,1991,8372,1115
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),98,2090,7650,1006
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),17,501,2244,853
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),317,6269,21953,1014
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),4,153,455,1125
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),37,716,2922,1035
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),135,2752,9221,1063
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),109,1944,6550,948
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),32,705,2805,983
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),0: All Day (12am-12am),3,6281,489,1455
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,1158,18,1275
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,2257,294,1436
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,2126,165,1582
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,6039,284,960
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,1991,173,1125
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,2090,77,795
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),7,6269,892,2075
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),3,2752,541,1928
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,1944,327,2370
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),0: All Day (12am-12am),28,6281,2371,610
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,135,63,324
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),2: Peak AM (6am-10am),7,1158,408,503
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),10,2257,953,700
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),5,2126,823,685
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),5: Late PM (7pm-12am),0,605,125,581
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),0: All Day (12am-12am),25,6039,2212,559
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),1: Early AM (12am-6am),2,124,79,324
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),10,1333,478,441
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),10,1991,841,654
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),5,2090,725,654
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),0,501,89,1185
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),23,6269,2372,785
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),5,716,209,770
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),13,2752,1142,811
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),5,1944,818,746
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),0: All Day (12am-12am),110,6281,2456,592
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),1: Early AM (12am-6am),3,135,27,483
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),2: Peak AM (6am-10am),15,1158,428,577
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),56,2257,992,603
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),25,2126,749,612
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),5: Late PM (7pm-12am),9,605,260,536
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),0: All Day (12am-12am),96,6039,2398,602
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),1: Early AM (12am-6am),3,124,28,497
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),22,1333,494,578
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),53,1991,959,618
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),16,2090,740,627
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),6,501,178,506
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),130,6269,2434,576
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),3,153,23,450
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),12,716,274,576
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),59,2752,1111,597
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),37,1944,685,590
All Vehicles - StL All Vehicles Volume,,Arnold Dr.,yes,315,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),16,705,340,468
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),0: All Day (12am-12am),0,592,6281,590
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,185,2257,590
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,502,6039,590
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,154,1991,590
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),187,196,196,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,0: All Days (M-Su),0: All Day (12am-12am),580,592,592,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,11,11,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,0: All Days (M-Su),2: Peak AM (6am-10am),98,91,91,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),185,185,185,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),217,212,212,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,0: All Days (M-Su),5: Late PM (7pm-12am),98,94,94,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,1: Weekday (M-Th),0: All Day (12am-12am),495,502,502,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,1: Weekday (M-Th),1: Early AM (12am-6am),0,10,10,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),77,76,76,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),159,154,154,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),67,65,65,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),669,661,661,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),7,7,7,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),85,75,75,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),217,206,206,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),225,221,221,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,B Wise Vineyards,yes,327,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),153,152,152,N/A
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),19,196,4764,312
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),0: All Day (12am-12am),63,592,15338,329
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,11,392,218
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,91,3166,290
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),22,185,5221,336
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),21,212,4846,328
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),5: Late PM (7pm-12am),10,94,1713,347
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),0: All Day (12am-12am),40,502,14949,360
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),10,154,4596,371
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),8,65,1497,443
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),94,661,15459,306
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),4,7,393,218
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),11,75,1888,270
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),31,206,6420,299
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),21,221,4765,356
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),29,152,1993,304
All Vehicles - StL All Vehicles Volume,,B Wise Vineyards,yes,327,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),29,196,7650,440
